exchange,code,name,listed_from,listed_to_exclusive,list_evidence_class,delist_evidence_class
SSE,600000,浦发银行,1999-11-10,,RETROSPECTIVE_PRIMARY,
SSE,600004,白云机场,2003-04-28,,RETROSPECTIVE_PRIMARY,
SSE,600006,东风股份,1999-07-27,,RETROSPECTIVE_PRIMARY,
SSE,600007,中国国贸,1999-03-12,,RETROSPECTIVE_PRIMARY,
SSE,600008,首创环保,2000-04-27,,RETROSPECTIVE_PRIMARY,
SSE,600009,上海机场,1998-02-18,,RETROSPECTIVE_PRIMARY,
SSE,600010,包钢股份,2001-03-09,,RETROSPECTIVE_PRIMARY,
SSE,600011,华能国际,2001-12-06,,RETROSPECTIVE_PRIMARY,
SSE,600012,皖通高速,2003-01-07,,RETROSPECTIVE_PRIMARY,
SSE,600015,华夏银行,2003-09-12,,RETROSPECTIVE_PRIMARY,
SSE,600016,民生银行,2000-12-19,,RETROSPECTIVE_PRIMARY,
SSE,600017,日照港,2006-10-17,,RETROSPECTIVE_PRIMARY,
SSE,600018,XD上港集,2000-07-19,,RETROSPECTIVE_PRIMARY,
SSE,600019,宝钢股份,2000-12-12,,RETROSPECTIVE_PRIMARY,
SSE,600020,中原高速,2003-08-08,,RETROSPECTIVE_PRIMARY,
SSE,600021,上海电力,2003-10-29,,RETROSPECTIVE_PRIMARY,
SSE,600022,山东钢铁,2004-06-29,,RETROSPECTIVE_PRIMARY,
SSE,600023,浙能电力,2013-12-19,,RETROSPECTIVE_PRIMARY,
SSE,600025,华能水电,2017-12-15,,RETROSPECTIVE_PRIMARY,
SSE,600026,中远海能,2002-05-23,,RETROSPECTIVE_PRIMARY,
SSE,600027,华电国际,2005-02-03,,RETROSPECTIVE_PRIMARY,
SSE,600028,中国石化,2001-08-08,,RETROSPECTIVE_PRIMARY,
SSE,600029,南方航空,2003-07-25,,RETROSPECTIVE_PRIMARY,
SSE,600030,中信证券,2003-01-06,,RETROSPECTIVE_PRIMARY,
SSE,600031,三一重工,2003-07-03,,RETROSPECTIVE_PRIMARY,
SSE,600032,浙江新能,2021-05-25,,RETROSPECTIVE_PRIMARY,
SSE,600033,XD福建高,2001-02-09,,RETROSPECTIVE_PRIMARY,
SSE,600035,楚天高速,2004-03-10,,RETROSPECTIVE_PRIMARY,
SSE,600036,招商银行,2002-04-09,,RETROSPECTIVE_PRIMARY,
SSE,600037,歌华有线,2001-02-08,,RETROSPECTIVE_PRIMARY,
SSE,600038,中直股份,2000-12-18,,RETROSPECTIVE_PRIMARY,
SSE,600039,四川路桥,2003-03-25,,RETROSPECTIVE_PRIMARY,
SSE,600048,保利发展,2006-07-31,,RETROSPECTIVE_PRIMARY,
SSE,600050,中国联通,2002-10-09,,RETROSPECTIVE_PRIMARY,
SSE,600051,宁波联合,1997-04-10,,RETROSPECTIVE_PRIMARY,
SSE,600052,东望时代,1997-04-15,,RETROSPECTIVE_PRIMARY,
SSE,600053,*ST九鼎,1997-04-18,,RETROSPECTIVE_PRIMARY,
SSE,600054,黄山旅游,1997-05-06,,RETROSPECTIVE_PRIMARY,
SSE,600055,万东医疗,1997-05-19,,RETROSPECTIVE_PRIMARY,
SSE,600056,中国医药,1997-05-15,,RETROSPECTIVE_PRIMARY,
SSE,600057,厦门象屿,1997-06-04,,RETROSPECTIVE_PRIMARY,
SSE,600058,五矿发展,1997-05-28,,RETROSPECTIVE_PRIMARY,
SSE,600059,古越龙山,1997-05-16,,RETROSPECTIVE_PRIMARY,
SSE,600060,海信视像,1997-04-22,,RETROSPECTIVE_PRIMARY,
SSE,600061,国投资本,1997-05-19,,RETROSPECTIVE_PRIMARY,
SSE,600062,华润双鹤,1997-05-22,,RETROSPECTIVE_PRIMARY,
SSE,600063,皖维高新,1997-05-28,,RETROSPECTIVE_PRIMARY,
SSE,600064,南京高科,1997-05-06,,RETROSPECTIVE_PRIMARY,
SSE,600066,宇通客车,1997-05-08,,RETROSPECTIVE_PRIMARY,
SSE,600067,冠城新材,1997-05-08,,RETROSPECTIVE_PRIMARY,
SSE,600071,凤凰光学,1997-05-28,,RETROSPECTIVE_PRIMARY,
SSE,600072,中船科技,1997-06-03,,RETROSPECTIVE_PRIMARY,
SSE,600073,光明肉业,1997-07-04,,RETROSPECTIVE_PRIMARY,
SSE,600075,新疆天业,1997-06-17,,RETROSPECTIVE_PRIMARY,
SSE,600076,康欣新材,1997-05-26,,RETROSPECTIVE_PRIMARY,
SSE,600078,澄星股份,1997-06-27,,RETROSPECTIVE_PRIMARY,
SSE,600079,ST人福,1997-06-06,,RETROSPECTIVE_PRIMARY,
SSE,600080,ST金花,1997-06-12,,RETROSPECTIVE_PRIMARY,
SSE,600081,东风科技,1997-07-03,,RETROSPECTIVE_PRIMARY,
SSE,600082,ST海泰,1997-06-20,,RETROSPECTIVE_PRIMARY,
SSE,600084,*ST尼雅,1997-07-11,,RETROSPECTIVE_PRIMARY,
SSE,600085,同仁堂,1997-06-25,,RETROSPECTIVE_PRIMARY,
SSE,600088,中视传媒,1997-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600089,特变电工,1997-06-18,,RETROSPECTIVE_PRIMARY,
SSE,600094,大名城,1997-07-03,,RETROSPECTIVE_PRIMARY,
SSE,600095,湘财股份,1997-07-08,,RETROSPECTIVE_PRIMARY,
SSE,600096,云天化,1997-07-09,,RETROSPECTIVE_PRIMARY,
SSE,600097,开创国际,1997-06-19,,RETROSPECTIVE_PRIMARY,
SSE,600098,广州发展,1997-07-18,,RETROSPECTIVE_PRIMARY,
SSE,600099,林海股份,1997-07-04,,RETROSPECTIVE_PRIMARY,
SSE,600100,同方股份,1997-06-27,,RETROSPECTIVE_PRIMARY,
SSE,600101,明星电力,1997-06-27,,RETROSPECTIVE_PRIMARY,
SSE,600103,青山纸业,1997-07-03,,RETROSPECTIVE_PRIMARY,
SSE,600104,上汽集团,1997-11-25,,RETROSPECTIVE_PRIMARY,
SSE,600105,永鼎股份,1997-09-29,,RETROSPECTIVE_PRIMARY,
SSE,600106,重庆路桥,1997-06-18,,RETROSPECTIVE_PRIMARY,
SSE,600107,*ST尔雅,1997-11-06,,RETROSPECTIVE_PRIMARY,
SSE,600108,亚盛集团,1997-08-18,,RETROSPECTIVE_PRIMARY,
SSE,600109,国金证券,1997-08-07,,RETROSPECTIVE_PRIMARY,
SSE,600110,诺德股份,1997-10-07,,RETROSPECTIVE_PRIMARY,
SSE,600111,北方稀土,1997-09-24,,RETROSPECTIVE_PRIMARY,
SSE,600113,浙江东日,1997-10-21,,RETROSPECTIVE_PRIMARY,
SSE,600114,东睦股份,2004-05-11,,RETROSPECTIVE_PRIMARY,
SSE,600115,中国东航,1997-11-05,,RETROSPECTIVE_PRIMARY,
SSE,600116,三峡水利,1997-08-04,,RETROSPECTIVE_PRIMARY,
SSE,600117,西宁特钢,1997-10-15,,RETROSPECTIVE_PRIMARY,
SSE,600118,中国卫星,1997-09-08,,RETROSPECTIVE_PRIMARY,
SSE,600119,*ST长投,1998-01-15,,RETROSPECTIVE_PRIMARY,
SSE,600120,浙江东方,1997-12-01,,RETROSPECTIVE_PRIMARY,
SSE,600121,郑州煤电,1998-01-07,,RETROSPECTIVE_PRIMARY,
SSE,600123,兰花科创,1998-12-17,,RETROSPECTIVE_PRIMARY,
SSE,600125,铁龙物流,1998-05-11,,RETROSPECTIVE_PRIMARY,
SSE,600126,杭钢股份,1998-03-11,,RETROSPECTIVE_PRIMARY,
SSE,600127,金健米业,1998-05-06,,RETROSPECTIVE_PRIMARY,
SSE,600128,苏豪弘业,1997-09-01,,RETROSPECTIVE_PRIMARY,
SSE,600129,太极集团,1997-11-18,,RETROSPECTIVE_PRIMARY,
SSE,600130,波导股份,2000-07-06,,RETROSPECTIVE_PRIMARY,
SSE,600131,国网信通,1998-04-02,,RETROSPECTIVE_PRIMARY,
SSE,600132,重庆啤酒,1997-10-30,,RETROSPECTIVE_PRIMARY,
SSE,600133,东湖高新,1998-02-12,,RETROSPECTIVE_PRIMARY,
SSE,600135,乐凯胶片,1998-01-22,,RETROSPECTIVE_PRIMARY,
SSE,600136,ST明诚,1998-03-03,,RETROSPECTIVE_PRIMARY,
SSE,600137,浪莎股份,1998-04-16,,RETROSPECTIVE_PRIMARY,
SSE,600138,中青旅,1997-12-03,,RETROSPECTIVE_PRIMARY,
SSE,600141,兴发集团,1999-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600143,金发科技,2004-06-23,,RETROSPECTIVE_PRIMARY,
SSE,600148,长春一东,1998-05-20,,RETROSPECTIVE_PRIMARY,
SSE,600149,廊坊发展,1999-10-14,,RETROSPECTIVE_PRIMARY,
SSE,600150,中国船舶,1998-05-20,,RETROSPECTIVE_PRIMARY,
SSE,600151,航天机电,1998-06-05,,RETROSPECTIVE_PRIMARY,
SSE,600152,维科技术,1998-06-09,,RETROSPECTIVE_PRIMARY,
SSE,600153,建发股份,1998-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600155,华创云信,1998-09-18,,RETROSPECTIVE_PRIMARY,
SSE,600156,华升股份,1998-05-27,,RETROSPECTIVE_PRIMARY,
SSE,600157,永泰能源,1998-05-13,,RETROSPECTIVE_PRIMARY,
SSE,600158,中体产业,1998-03-27,,RETROSPECTIVE_PRIMARY,
SSE,600159,大龙地产,1998-05-26,,RETROSPECTIVE_PRIMARY,
SSE,600160,巨化股份,1998-06-26,,RETROSPECTIVE_PRIMARY,
SSE,600161,天坛生物,1998-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600162,香江控股,1998-06-09,,RETROSPECTIVE_PRIMARY,
SSE,600163,中闽能源,1998-06-02,,RETROSPECTIVE_PRIMARY,
SSE,600165,ST宁科,1998-05-29,,RETROSPECTIVE_PRIMARY,
SSE,600166,福田汽车,1998-06-02,,RETROSPECTIVE_PRIMARY,
SSE,600167,联美控股,1999-01-28,,RETROSPECTIVE_PRIMARY,
SSE,600168,武汉控股,1998-04-27,,RETROSPECTIVE_PRIMARY,
SSE,600169,ST太重,1998-09-04,,RETROSPECTIVE_PRIMARY,
SSE,600170,上海建工,1998-06-23,,RETROSPECTIVE_PRIMARY,
SSE,600171,上海贝岭,1998-09-24,,RETROSPECTIVE_PRIMARY,
SSE,600172,黄河旋风,1998-11-26,,RETROSPECTIVE_PRIMARY,
SSE,600173,卧龙新能,1999-04-15,,RETROSPECTIVE_PRIMARY,
SSE,600176,中国巨石,1999-04-22,,RETROSPECTIVE_PRIMARY,
SSE,600177,雅戈尔,1998-11-19,,RETROSPECTIVE_PRIMARY,
SSE,600178,东安动力,1998-10-14,,RETROSPECTIVE_PRIMARY,
SSE,600179,安通控股,1998-11-04,,RETROSPECTIVE_PRIMARY,
SSE,600180,*ST瑞茂,1998-07-03,,RETROSPECTIVE_PRIMARY,
SSE,600182,S佳通,1999-05-07,,RETROSPECTIVE_PRIMARY,
SSE,600183,生益科技,1998-10-28,,RETROSPECTIVE_PRIMARY,
SSE,600184,光电股份,2003-11-06,,RETROSPECTIVE_PRIMARY,
SSE,600185,珠免集团,1999-06-11,,RETROSPECTIVE_PRIMARY,
SSE,600186,莲花控股,1998-08-25,,RETROSPECTIVE_PRIMARY,
SSE,600187,*ST国中,1998-11-11,,RETROSPECTIVE_PRIMARY,
SSE,600188,兖矿能源,1998-07-01,,RETROSPECTIVE_PRIMARY,
SSE,600189,泉阳泉,1998-10-07,,RETROSPECTIVE_PRIMARY,
SSE,600191,华资实业,1998-12-10,,RETROSPECTIVE_PRIMARY,
SSE,600192,长城电工,1998-12-24,,RETROSPECTIVE_PRIMARY,
SSE,600195,中牧股份,1999-01-07,,RETROSPECTIVE_PRIMARY,
SSE,600196,复星医药,1998-08-07,,RETROSPECTIVE_PRIMARY,
SSE,600197,伊力特,1999-09-16,,RETROSPECTIVE_PRIMARY,
SSE,600198,大唐电信,1998-10-21,,RETROSPECTIVE_PRIMARY,
SSE,600199,金种子酒,1998-08-12,,RETROSPECTIVE_PRIMARY,
SSE,600201,生物股份,1999-01-15,,RETROSPECTIVE_PRIMARY,
SSE,600202,哈空调,1999-06-03,,RETROSPECTIVE_PRIMARY,
SSE,600203,福日电子,1999-05-14,,RETROSPECTIVE_PRIMARY,
SSE,600206,有研新材,1999-03-19,,RETROSPECTIVE_PRIMARY,
SSE,600207,安彩高科,1999-07-14,,RETROSPECTIVE_PRIMARY,
SSE,600208,衢州发展,1999-06-23,,RETROSPECTIVE_PRIMARY,
SSE,600210,紫江企业,1999-08-24,,RETROSPECTIVE_PRIMARY,
SSE,600211,西藏药业,1999-07-21,,RETROSPECTIVE_PRIMARY,
SSE,600212,绿能慧充,1999-08-17,,RETROSPECTIVE_PRIMARY,
SSE,600215,派斯林,1999-09-09,,RETROSPECTIVE_PRIMARY,
SSE,600216,浙江医药,1999-10-21,,RETROSPECTIVE_PRIMARY,
SSE,600217,中再资环,1999-12-16,,RETROSPECTIVE_PRIMARY,
SSE,600218,全柴动力,1998-12-03,,RETROSPECTIVE_PRIMARY,
SSE,600219,南山铝业,1999-12-23,,RETROSPECTIVE_PRIMARY,
SSE,600221,海航控股,1999-11-25,,RETROSPECTIVE_PRIMARY,
SSE,600222,太龙药业,1999-11-05,,RETROSPECTIVE_PRIMARY,
SSE,600223,福瑞达,2000-01-13,,RETROSPECTIVE_PRIMARY,
SSE,600226,亨通股份,1999-11-16,,RETROSPECTIVE_PRIMARY,
SSE,600227,赤天化,2000-02-21,,RETROSPECTIVE_PRIMARY,
SSE,600228,返利科技,1999-01-19,,RETROSPECTIVE_PRIMARY,
SSE,600229,城市传媒,2000-03-09,,RETROSPECTIVE_PRIMARY,
SSE,600230,沧州大化,2000-04-06,,RETROSPECTIVE_PRIMARY,
SSE,600231,凌钢股份,2000-05-11,,RETROSPECTIVE_PRIMARY,
SSE,600232,金鹰股份,2000-06-02,,RETROSPECTIVE_PRIMARY,
SSE,600233,圆通速递,2000-06-08,,RETROSPECTIVE_PRIMARY,
SSE,600234,科新发展,2000-06-15,,RETROSPECTIVE_PRIMARY,
SSE,600235,民丰特纸,2000-06-15,,RETROSPECTIVE_PRIMARY,
SSE,600236,桂冠电力,2000-03-23,,RETROSPECTIVE_PRIMARY,
SSE,600237,铜峰电子,2000-06-09,,RETROSPECTIVE_PRIMARY,
SSE,600238,*ST椰岛,2000-01-20,,RETROSPECTIVE_PRIMARY,
SSE,600239,ST云城,1999-12-02,,RETROSPECTIVE_PRIMARY,
SSE,600241,时代万恒,2000-11-28,,RETROSPECTIVE_PRIMARY,
SSE,600243,*ST海华,2000-11-20,,RETROSPECTIVE_PRIMARY,
SSE,600246,万通发展,2000-09-22,,RETROSPECTIVE_PRIMARY,
SSE,600248,陕建股份,2000-06-22,,RETROSPECTIVE_PRIMARY,
SSE,600249,两面针,2004-01-30,,RETROSPECTIVE_PRIMARY,
SSE,600250,南京商旅,2001-03-06,,RETROSPECTIVE_PRIMARY,
SSE,600251,冠农股份,2003-06-09,,RETROSPECTIVE_PRIMARY,
SSE,600252,中恒集团,2000-11-30,,RETROSPECTIVE_PRIMARY,
SSE,600255,鑫科材料,2000-11-22,,RETROSPECTIVE_PRIMARY,
SSE,600256,广汇能源,2000-05-26,,RETROSPECTIVE_PRIMARY,
SSE,600257,大湖股份,2000-06-12,,RETROSPECTIVE_PRIMARY,
SSE,600258,首旅酒店,2000-06-01,,RETROSPECTIVE_PRIMARY,
SSE,600259,中稀有色,2000-05-25,,RETROSPECTIVE_PRIMARY,
SSE,600261,阳光照明,2000-07-20,,RETROSPECTIVE_PRIMARY,
SSE,600262,北方股份,2000-06-30,,RETROSPECTIVE_PRIMARY,
SSE,600265,*ST景谷,2000-08-25,,RETROSPECTIVE_PRIMARY,
SSE,600266,城建发展,1999-02-03,,RETROSPECTIVE_PRIMARY,
SSE,600267,海正药业,2000-07-25,,RETROSPECTIVE_PRIMARY,
SSE,600268,国电南自,1999-11-18,,RETROSPECTIVE_PRIMARY,
SSE,600269,赣粤高速,2000-05-18,,RETROSPECTIVE_PRIMARY,
SSE,600271,航天信息,2003-07-11,,RETROSPECTIVE_PRIMARY,
SSE,600272,开开实业,2001-02-28,,RETROSPECTIVE_PRIMARY,
SSE,600273,嘉化能源,2003-06-27,,RETROSPECTIVE_PRIMARY,
SSE,600276,恒瑞医药,2000-10-18,,RETROSPECTIVE_PRIMARY,
SSE,600278,东方创业,2000-07-12,,RETROSPECTIVE_PRIMARY,
SSE,600279,重庆港,2000-07-31,,RETROSPECTIVE_PRIMARY,
SSE,600280,中央商场,2000-09-26,,RETROSPECTIVE_PRIMARY,
SSE,600281,华阳新材,2000-11-09,,RETROSPECTIVE_PRIMARY,
SSE,600282,南钢股份,2000-09-19,,RETROSPECTIVE_PRIMARY,
SSE,600283,钱江水利,2000-10-18,,RETROSPECTIVE_PRIMARY,
SSE,600284,浦东建设,2004-03-16,,RETROSPECTIVE_PRIMARY,
SSE,600285,羚锐制药,2000-10-18,,RETROSPECTIVE_PRIMARY,
SSE,600287,苏豪时尚,2000-09-01,,RETROSPECTIVE_PRIMARY,
SSE,600288,大恒科技,2000-11-29,,RETROSPECTIVE_PRIMARY,
SSE,600289,ST信通,2000-07-20,,RETROSPECTIVE_PRIMARY,
SSE,600292,电投水电,2000-11-01,,RETROSPECTIVE_PRIMARY,
SSE,600293,三峡新材,2000-09-19,,RETROSPECTIVE_PRIMARY,
SSE,600295,鄂尔多斯,2001-04-26,,RETROSPECTIVE_PRIMARY,
SSE,600298,安琪酵母,2000-08-18,,RETROSPECTIVE_PRIMARY,
SSE,600299,安迪苏,2000-04-20,,RETROSPECTIVE_PRIMARY,
SSE,600300,维维股份,2000-06-30,,RETROSPECTIVE_PRIMARY,
SSE,600301,华锡有色,2000-07-12,,RETROSPECTIVE_PRIMARY,
SSE,600302,ST标准,2000-12-13,,RETROSPECTIVE_PRIMARY,
SSE,600303,曙光股份,2000-12-26,,RETROSPECTIVE_PRIMARY,
SSE,600305,恒顺醋业,2001-02-06,,RETROSPECTIVE_PRIMARY,
SSE,600307,酒钢宏兴,2000-12-20,,RETROSPECTIVE_PRIMARY,
SSE,600308,华泰股份,2000-09-28,,RETROSPECTIVE_PRIMARY,
SSE,600309,万华化学,2001-01-05,,RETROSPECTIVE_PRIMARY,
SSE,600310,广西能源,2001-02-28,,RETROSPECTIVE_PRIMARY,
SSE,600312,平高电气,2001-02-21,,RETROSPECTIVE_PRIMARY,
SSE,600313,农发种业,2001-01-19,,RETROSPECTIVE_PRIMARY,
SSE,600315,上海家化,2001-03-15,,RETROSPECTIVE_PRIMARY,
SSE,600316,洪都航空,2000-12-15,,RETROSPECTIVE_PRIMARY,
SSE,600318,新力金融,2000-12-08,,RETROSPECTIVE_PRIMARY,
SSE,600319,亚星化学,2001-03-26,,RETROSPECTIVE_PRIMARY,
SSE,600320,振华重工,2000-12-21,,RETROSPECTIVE_PRIMARY,
SSE,600322,津投城开,2001-09-10,,RETROSPECTIVE_PRIMARY,
SSE,600323,瀚蓝环境,2000-12-25,,RETROSPECTIVE_PRIMARY,
SSE,600325,华发股份,2004-02-25,,RETROSPECTIVE_PRIMARY,
SSE,600326,西藏天路,2001-01-16,,RETROSPECTIVE_PRIMARY,
SSE,600327,大东方,2002-06-25,,RETROSPECTIVE_PRIMARY,
SSE,600328,中盐化工,2000-12-22,,RETROSPECTIVE_PRIMARY,
SSE,600329,达仁堂,2001-06-06,,RETROSPECTIVE_PRIMARY,
SSE,600330,天通股份,2001-01-18,,RETROSPECTIVE_PRIMARY,
SSE,600331,宏达股份,2001-12-20,,RETROSPECTIVE_PRIMARY,
SSE,600332,白云山,2001-02-06,,RETROSPECTIVE_PRIMARY,
SSE,600333,长春燃气,2000-12-11,,RETROSPECTIVE_PRIMARY,
SSE,600335,国机汽车,2001-03-05,,RETROSPECTIVE_PRIMARY,
SSE,600336,澳柯玛,2000-12-29,,RETROSPECTIVE_PRIMARY,
SSE,600337,ST美克,2000-11-27,,RETROSPECTIVE_PRIMARY,
SSE,600338,西藏珠峰,2000-12-27,,RETROSPECTIVE_PRIMARY,
SSE,600339,中油工程,2000-12-25,,RETROSPECTIVE_PRIMARY,
SSE,600340,*ST华幸,2003-12-30,,RETROSPECTIVE_PRIMARY,
SSE,600343,航天动力,2003-04-08,,RETROSPECTIVE_PRIMARY,
SSE,600345,长江通信,2000-12-22,,RETROSPECTIVE_PRIMARY,
SSE,600346,恒力石化,2001-08-20,,RETROSPECTIVE_PRIMARY,
SSE,600348,华阳股份,2003-08-21,,RETROSPECTIVE_PRIMARY,
SSE,600350,山东高速,2002-03-18,,RETROSPECTIVE_PRIMARY,
SSE,600351,亚宝药业,2002-09-26,,RETROSPECTIVE_PRIMARY,
SSE,600352,浙江龙盛,2003-08-01,,RETROSPECTIVE_PRIMARY,
SSE,600353,旭光电子,2002-11-20,,RETROSPECTIVE_PRIMARY,
SSE,600354,敦煌种业,2004-01-15,,RETROSPECTIVE_PRIMARY,
SSE,600356,恒丰纸业,2001-04-19,,RETROSPECTIVE_PRIMARY,
SSE,600358,国旅联合,2000-09-22,,RETROSPECTIVE_PRIMARY,
SSE,600359,新农开发,1999-04-29,,RETROSPECTIVE_PRIMARY,
SSE,600360,华微电子,2001-03-16,,RETROSPECTIVE_PRIMARY,
SSE,600361,创新新材,2001-11-29,,RETROSPECTIVE_PRIMARY,
SSE,600362,江西铜业,2002-01-11,,RETROSPECTIVE_PRIMARY,
SSE,600363,联创光电,2001-03-29,,RETROSPECTIVE_PRIMARY,
SSE,600365,ST通葡,2001-01-15,,RETROSPECTIVE_PRIMARY,
SSE,600366,宁波韵升,2000-10-30,,RETROSPECTIVE_PRIMARY,
SSE,600367,红星发展,2001-03-20,,RETROSPECTIVE_PRIMARY,
SSE,600368,五洲交通,2000-12-21,,RETROSPECTIVE_PRIMARY,
SSE,600369,西南证券,2001-01-09,,RETROSPECTIVE_PRIMARY,
SSE,600370,*ST三房,2003-03-06,,RETROSPECTIVE_PRIMARY,
SSE,600371,万向德农,2002-09-16,,RETROSPECTIVE_PRIMARY,
SSE,600372,中航机载,2001-07-06,,RETROSPECTIVE_PRIMARY,
SSE,600373,中文传媒,2002-03-04,,RETROSPECTIVE_PRIMARY,
SSE,600375,汉马科技,2003-04-01,,RETROSPECTIVE_PRIMARY,
SSE,600376,首开股份,2001-03-12,,RETROSPECTIVE_PRIMARY,
SSE,600377,宁沪高速,2001-01-16,,RETROSPECTIVE_PRIMARY,
SSE,600378,昊华科技,2001-01-11,,RETROSPECTIVE_PRIMARY,
SSE,600379,宝光股份,2002-01-16,,RETROSPECTIVE_PRIMARY,
SSE,600380,健康元,2001-06-08,,RETROSPECTIVE_PRIMARY,
SSE,600381,*ST春天,2001-05-08,,RETROSPECTIVE_PRIMARY,
SSE,600382,广东明珠,2001-01-18,,RETROSPECTIVE_PRIMARY,
SSE,600383,金地集团,2001-04-12,,RETROSPECTIVE_PRIMARY,
SSE,600386,北巴传媒,2001-02-16,,RETROSPECTIVE_PRIMARY,
SSE,600388,龙净环保,2000-12-29,,RETROSPECTIVE_PRIMARY,
SSE,600389,江山股份,2001-01-10,,RETROSPECTIVE_PRIMARY,
SSE,600390,五矿资本,2001-01-15,,RETROSPECTIVE_PRIMARY,
SSE,600391,航发科技,2001-12-12,,RETROSPECTIVE_PRIMARY,
SSE,600392,盛和资源,2003-05-29,,RETROSPECTIVE_PRIMARY,
SSE,600395,盘江股份,2001-05-31,,RETROSPECTIVE_PRIMARY,
SSE,600396,华电辽能,2001-03-28,,RETROSPECTIVE_PRIMARY,
SSE,600397,江钨装备,2002-07-02,,RETROSPECTIVE_PRIMARY,
SSE,600398,海澜之家,2000-12-28,,RETROSPECTIVE_PRIMARY,
SSE,600399,抚顺特钢,2000-12-29,,RETROSPECTIVE_PRIMARY,
SSE,600400,红豆股份,2001-01-08,,RETROSPECTIVE_PRIMARY,
SSE,600403,大有能源,2003-10-09,,RETROSPECTIVE_PRIMARY,
SSE,600405,动力源,2004-04-01,,RETROSPECTIVE_PRIMARY,
SSE,600406,国电南瑞,2003-10-16,,RETROSPECTIVE_PRIMARY,
SSE,600408,安泰集团,2003-02-12,,RETROSPECTIVE_PRIMARY,
SSE,600409,三友化工,2003-06-18,,RETROSPECTIVE_PRIMARY,
SSE,600410,华胜天成,2004-04-27,,RETROSPECTIVE_PRIMARY,
SSE,600415,小商品城,2002-05-09,,RETROSPECTIVE_PRIMARY,
SSE,600416,湘电股份,2002-07-18,,RETROSPECTIVE_PRIMARY,
SSE,600418,江淮汽车,2001-08-24,,RETROSPECTIVE_PRIMARY,
SSE,600419,天润乳业,2001-06-28,,RETROSPECTIVE_PRIMARY,
SSE,600420,国药现代,2004-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600422,昆药集团,2000-12-06,,RETROSPECTIVE_PRIMARY,
SSE,600423,*ST柳化,2003-07-17,,RETROSPECTIVE_PRIMARY,
SSE,600425,青松建化,2003-07-24,,RETROSPECTIVE_PRIMARY,
SSE,600426,华鲁恒升,2002-06-20,,RETROSPECTIVE_PRIMARY,
SSE,600428,中远海特,2002-04-18,,RETROSPECTIVE_PRIMARY,
SSE,600429,三元股份,2003-09-15,,RETROSPECTIVE_PRIMARY,
SSE,600433,冠豪高新,2003-06-19,,RETROSPECTIVE_PRIMARY,
SSE,600435,北方导航,2003-07-04,,RETROSPECTIVE_PRIMARY,
SSE,600436,片仔癀,2003-06-16,,RETROSPECTIVE_PRIMARY,
SSE,600438,通威股份,2004-03-02,,RETROSPECTIVE_PRIMARY,
SSE,600439,瑞贝卡,2003-07-10,,RETROSPECTIVE_PRIMARY,
SSE,600444,国机通用,2004-02-19,,RETROSPECTIVE_PRIMARY,
SSE,600446,金证股份,2003-12-24,,RETROSPECTIVE_PRIMARY,
SSE,600448,华纺股份,2001-09-03,,RETROSPECTIVE_PRIMARY,
SSE,600449,宁夏建材,2003-08-29,,RETROSPECTIVE_PRIMARY,
SSE,600452,涪陵电力,2004-03-03,,RETROSPECTIVE_PRIMARY,
SSE,600455,博通股份,2004-03-29,,RETROSPECTIVE_PRIMARY,
SSE,600456,宝钛股份,2002-04-12,,RETROSPECTIVE_PRIMARY,
SSE,600458,时代新材,2002-12-19,,RETROSPECTIVE_PRIMARY,
SSE,600459,贵研铂业,2003-05-16,,RETROSPECTIVE_PRIMARY,
SSE,600460,士兰微,2003-03-11,,RETROSPECTIVE_PRIMARY,
SSE,600461,洪城环境,2004-06-01,,RETROSPECTIVE_PRIMARY,
SSE,600463,空港股份,2004-03-18,,RETROSPECTIVE_PRIMARY,
SSE,600467,好当家,2004-04-05,,RETROSPECTIVE_PRIMARY,
SSE,600468,百利电气,2001-06-15,,RETROSPECTIVE_PRIMARY,
SSE,600469,风神股份,2003-10-21,,RETROSPECTIVE_PRIMARY,
SSE,600470,六国化工,2004-03-05,,RETROSPECTIVE_PRIMARY,
SSE,600475,华光环能,2003-07-21,,RETROSPECTIVE_PRIMARY,
SSE,600476,*ST湘邮,2003-12-10,,RETROSPECTIVE_PRIMARY,
SSE,600477,杭萧钢构,2003-11-10,,RETROSPECTIVE_PRIMARY,
SSE,600478,科力远,2003-09-18,,RETROSPECTIVE_PRIMARY,
SSE,600479,千金药业,2004-03-12,,RETROSPECTIVE_PRIMARY,
SSE,600480,凌云股份,2003-08-15,,RETROSPECTIVE_PRIMARY,
SSE,600481,双良节能,2003-04-22,,RETROSPECTIVE_PRIMARY,
SSE,600482,中国动力,2004-07-14,,RETROSPECTIVE_PRIMARY,
SSE,600483,福能股份,2004-05-31,,RETROSPECTIVE_PRIMARY,
SSE,600486,扬农化工,2002-04-25,,RETROSPECTIVE_PRIMARY,
SSE,600487,亨通光电,2003-08-22,,RETROSPECTIVE_PRIMARY,
SSE,600488,津药药业,2001-06-18,,RETROSPECTIVE_PRIMARY,
